id,post_id,price,bedrooms,bathrooms,sqft,zip_code,neighborhood,full_description,scraped_date,avg_median_income,crime_count_2025,population_2025
58194,7899373140,4945,2.0,1.0,729.0,94109,russian hill,"QR Code Link to This Post
Text or call Sue for a quick reply and further details:
show contact info
#102::
-Hardwood floors.
-Lots of light and windows.
-Closet space.
-Large kitchen with dining area.
Area highlights:
-Fort Mason within walking distance, situated between Greenwich and Filbert streets.
-Safeway.
-Crissy Fields.
-Union St, shopping, restaurants, bars, gyms.
Text Sue to find out more:
show contact info
Virtual Tour: https://my.matterport.com/show/?m=234xgXWtH91
Lease terms:
-12 months duration.
-Utilities not included.
-Rent controlled.
-Pet friendly without pet rent.
Contact:
Sue:
show contact info
Leasing Agent
DRE 02187139
www.rentbt.com
*And if you're possibly not seeing what you're looking for we have plenty of properties and I am delighted to assist!",2025-12-03 00:47:33,124571.64,3286,2599
58195,7899363625,4945,2.0,1.0,763.0,94117,haight ashbury,"QR Code Link to This Post
Sue is available with a prompt reply:
show contact info
#305 comes with:
+Plenty of windows and light.
+Separate kitchen and space for storage.
+Hard wood floors with 2 bedrooms and 1 bathroom.
Neighborhood:
+ Buena Vista Park.
+Haight Ashbury historic location.
+Perfect city vibe and nature at your fingertips.
+Restaurants, shops, and nightlife..who could ask for more!
100 Broderick:
+Sitting between Page and Haight Streets.
+7 Stories
+Elevator building and laundry on site.
*And if you're possibly not seeing what you're looking for we have plenty of properties and I am delighted to assist!
* TikTok @suesfleasing for more tours
Text Sue for more info:
show contact info
Contact:
Sue:
show contact info
Leasing Agent
DRE 02187139
Brick+Timber",2025-12-03 00:47:33,180495.53,1289,3925
58196,7895140679,4950,3.0,1.0,995.0,94112,excelsior / outer mission,"QR Code Link to This Post
I AM RENTING THIS WELL KEPT HOME WITH 3 BR.1 BA. DINNING  RM.1 CAR GARAGE 0NE BLOCK TO DALY CITY AND FEW BLOCKS TO GENEVA AVENUE, THIS HOME IS WELL KEPT AND READY TO BE OCCUPIED BY CLEAN RESPONSIBLE FAMILY WITH A GOOD RENT PAYING RECORD, GOOD PAST TENANCY HISTORY,GOOD WORK REFERENCES I AM ASKING $ 4,950.00 PER MONTH PLUS SECURITY DEPOSIT AND GOOD CREDIT REFERENCES, PICTURES WILL COME LATER BUT YOU CAN DRIVE BY TO SEE THE OUTSIDE OF THE HOUSE, PLEASE AVOID CALLING IF YOU DO NOT FULFILL THE REQUIREMENTS, PLEASE CONTACT THE AGENT TODAY ED CRUZ AT
show contact info
PREFERABLE BY TEXT GIVING YOUR NAME, PHONE NUMBER AND YOUR EMAIL",2025-12-03 00:47:33,131280.36,1139,4762
58197,7895141199,4950,3.0,1.0,995.0,94112,excelsior / outer mission,"QR Code Link to This Post
I AM RENTING THIS WELL KEPT HOME WITH 3 BR.1 BA. DINNING  RM.1 CAR GARAGE 0NE BLOCK TO DALY CITY AND FEW BLOCKS TO GENEVA AVENUE, THIS HOME IS WELL KEPT AND READY TO BE OCCUPIED BY CLEAN RESPONSIBLE FAMILY WITH A GOOD RENT PAYING RECORD, GOOD PAST TENANCY HISTORY,GOOD WORK REFERENCES I AM ASKING $ 4,950.00 PER MONTH PLUS SECURITY DEPOSIT AND GOOD CREDIT REFERENCES, PICTURES WILL COME LATER BUT YOU CAN DRIVE BY TO SEE THE OUTSIDE OF THE HOUSE, PLEASE AVOID CALLING IF YOU DO NOT FULFILL THE REQUIREMENTS, PLEASE CONTACT THE AGENT TODAY ED CRUZ AT
show contact info
PREFERABLE BY TEXT GIVING YOUR NAME, PHONE NUMBER AND YOUR EMAIL
I HAVE OTHER PROPERTIES AVAILABLE: 3 ONE BEDROOMS APARTMENT AT LOW PRICE ONE APARTMENT IN SAN FRANCISCO, ONE WHOLE HOUSE IN SAN FRANCISCO 3 2 BEDROOMS CONDOMINIUMS IN CONCORD, CALIFORNIA AT LOW PRICE AND OTHER RENTAL IN NEW FUTURE",2025-12-03 00:47:33,131280.36,1139,4762
58198,7899289160,4906,1.0,1.0,666.0,94109,SOMA / south beach,"QR Code Link to This Post
This is a 1 Bedroom, 1 Bath, Approximately 666 Sq. Ft.
Use the link below for more details:
https://greystar.leasehomenow.com/tghc5l
Call Now -
show contact info
x 151
OR Text
151
to
show contact info
to text our leasing team.
Connected Waterfront Living
Community Info:
The Canyon welcomes all to enjoy front-door access to a waterfront lifestyle. Located in the vibrant Mission Rock neighborhood, the building offers thoughtfully designed rental homes, modern amenities, and communal areas that allow for meaningful connections. The Canyon’s people-first philosophy ushers in a new, refreshing perspective to urban living in San Francisco.
Welcome to The Canyon.
The Canyon expresses a balance of tranquility and creativity.
As Mission Rock’s first residential property, The Canyon takes a welcoming approach to elevated living; inviting people from all backgrounds to benefit from its offerings. From the ease found in its thoughtfully designed homes to the endless possibilities of a fresh-air lifestyle, The Canyon is home to an ecosystem made to encourage connection and community.
Features:
‣  Spa-like bathrooms
‣  Ecobee smart thermostats
‣  Deep kitchen sinks
‣  Wide plank hardwood flooring throughout
‣  Quartz countertops
‣  Walk-in showers [ 1 ]
‣  Elfa closet-shelving system
‣  Private balconies [ 1 ]
‣  Fully integrated fridges with ice makers
‣  Latch keyless smart locks
‣  Fully integrated Bosch stainless steel dishwashers
‣  Built-in window shades
‣  Custom light fixtures
‣  Built-in microwaves
‣  Bertazzoni induction ranges
‣  Open kitchen
‣  Bosch washers and dryers
‣  Custom Italian cabinetry
1. in select units
Community Amenities:
‣  Experience the height of relaxation in our rooftop hot tub
‣  Co-working lounge with reservable conference rooms and a private bar
‣  Dog wash and grooming salon for your furry friends
‣  Full-service fitness center with cardio, squat racks, and weight-lifting machines
‣  Soak in some fresh air on two furnished, outdoor terraces-plus one private terrace-offering grilling stations and a firepit
‣  Sauna with shower and locker room facilities
‣  Downstairs, the building also offers secure bike parking and a bike repair station, plus coordinated secure parking with EV charging stations
Pet Policy:
Dogs & Cats Allowed
The Canyon
1023 3rd St, San Francisco, CA, 94109
Floor plans are artist’s rendering. All dimensions are approximate. Actual product and specifications may vary in dimension or detail. Not all features are available in every rental home. Prices and availability are subject to change. Base rent is based on monthly frequency. Additional fees may apply, such as but not limited to package delivery, trash, water, amenities, etc. Deposits vary. Please see a representative for details.
Greystar California, Inc., Broker License #01525765 DMCA Agent: https://www.greystar.com/terms-of-use#Copyright%20Infringement%20Policy , Disclosures and Licenses: https://www.greystar.com/disclosures-and-licenses
Equal Housing Opportunity
mff7u3imH",2025-12-03 00:47:33,124571.64,3286,2599
58199,7899288429,4950,1.0,1.0,,94115,pacific heights,"QR Code Link to This Post
Mazal55Properties
Details:
The apartment is in a beautiful and exceptionally-maintained 4-unit Victorian building
Completely furnished, and very cozy and quiet
Private garden
Living room with a gas fireplace
Hardwood flooring
Kitchen appliances include:
Dual gas and electric range and oven
Mini-fridge
Trash compactor
Bedroom
Full bathroom
Both the living room and bedroom open to the private garden
Location:
One block away from great shops, cafes, and restaurants on Fillmore Street
Close to Lafayette Park and Alta Plaza Park
Close to major transportation lines on California Street
Easy access to the northbound 101 freeway.
Other notes:
Street parking
Laundry in-unit
Pets are negotiable
The building has a common, sunny terrace
The included utilities and services are: water, sewer, and garbage
The minimum lease term is 12 months
Will be available from 11/6
Contact information:
Mazal Bordo
Relocation Agent | REALTOR®
Mobile:
show contact info
CA DRE #: 01243370
www.mazal55properties.com",2025-12-03 00:47:33,143818.92,1358,2872
58200,7893749216,4900,1.0,1.0,1200.0,94109,nob hill,"QR Code Link to This Post
This is a very large colorful, view, one bedroom one bathroom fully furnished apartment/flat (full floor) on the very top of fashionable Nob Hill on a non vehicular lane with mature trees and lovely gardens and fruit trees. The living room looks out over  the Golden Gate Bridge -just a spectacular view. The kitchen There is a great view out over the Golden Gate Bridge from the living room windows. The bedroom has a really comfy eastern king sized bed. There is amazing original artwork throughout the apartment. and acrylic sculptures by world famous artist Vasa Mihich. There is a brand-new washer and dryer in the unit. There is also a roof deck with panoramic views of the SF Bay.  The apartment is very quiet and is surrounded by mature trees so there is a lot of green everywhere. Yet you are only a 10-minute walk from Union Square, the Financial District and Fisherman's Wharf in the opposite direction. Nob Hill on the North side of California St is a fashionable neighborhood restaurant all around and a gourmet food market called Le Beau with organic products on the same block. The property is available from December 15, 2025. There is a 24/7 public parking garage minutes from the property. You can call Patricia the owner on
show contact info
or send a response to this email.  The price includes the internet and all utilities.",2025-12-03 00:47:33,124571.64,3286,2599
58201,7897471901,4995,1.0,1.0,1000.0,94123,pacific heights,"QR Code Link to This Post
Discover classic elegance and modern comfort in this beautifully remodeled 1-bedroom Art Deco apartment located in one of Pacific Heights most desirable blocks. Filled with period charm-arched doorways, original moldings, and curated architectural details-this home blends vintage character with fresh, contemporary upgrades.
Features:
*Bright, spacious living room with oversized windows and separate office space
*Updated kitchen with stone countertops, and ample cabinetry
*Stylishly remodeled bathroom with designer tile, marble vanity, full size tub and shower overhead
*Very generous bedroom with large walk-in closet
*Hardwood floors throughout
*Boutique building with timeless Art Deco details and marble lobby
*2 elevators
*parking available in building's garage @$395 per space per month.
*ROOF TOP DEKC WITH SPECTACULAR VIEWS AND FURNITURE.
Heat, water, garbage included in rent . Common laundry room with multiple washers and dryers.
Very responsive, caring on site apartment managers and a whole crew to manage/ maintain the building. Family business.
Cats welcome, no pet dogs, please.
Perfect for anyone seeking classic style, modern amenities and an unbeatable location
Available 12/1/25.
With any questions or request showing please call, text or email Mariola @
show contact info
“This rental unit is subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.”",2025-12-03 00:47:33,218550.73,1595,2777
58204,7897552650,4995,2.0,1.0,,94117,alamo square / nopa,"QR Code Link to This Post
643 Divisadero St. Unit 201, San Francisco, CA 94117
To learn more about this property, visit us at www.mosserliving.com/apartments/643-divisadero
Photos and finishes may vary by apartment
To see more of our great locations, visit us at www.mosserliving.com
LEASING SPECIAL: 1 MONTH FREE on a 13 MONTH LEASE!
Limited Time Only – Application fee will be applied towards move-in funds; Ask us how to qualify for our low-cost security deposit options!
Virtual Tour:
www.insidemaps.com/app/walkthrough-v2/?projectId=HIAkCSPSSP&env=production
THE APARTMENT AMENITIES
- Large and Spacious 2 Bedroom Apartments
- Updated Countertops in Kitchen and Bathroom
- Tons of Natural Light
- Pet Friendly
THE NEIGHBORHOOD PLACES TO BE
- Beautiful Alamo Square park one block away - home of famous historical, Victorian homes and famous views
- Two blocks from vibrant Divisadero St - hub for great dining, retail, and entertainment
- Three blocks away from The Pandhandle - the start of beautiful Golden Gate Park
- Easy walk to famous Haigh-Ashbury District
- Easy access to SF Muni lines - 22 Fillmore, 24 Divisadero, 7 Haight/Noriega, 43 Masonic
98 Walk Score – Walker’s Paradise
LEASE TERMS
- 1 Year Lease
- Pet friendly
- Rent Stabilized
(please visit www.mosserliving.com/faq to learn more)
HERE TO SUPPORT YOU
Mosser Leasing Team (call or text)
show contact info
Encuentra tu próximo hogar con Mosser. Hablamos español
Interested in this Unit? Please reply to this ad or call us directly. Leave your name, email address, and phone number. Our experienced leasing team will respond to you as quickly as possible!
*Showings By Appointment Only
*Price and Availability Subject to Change, please confirm details at the time of showing
We are an Equal Opportunity Housing Provider and follow all Fair Housing laws (U.S. Housing and Urban Development, www.hud.gov)
Dave Wasserman
Broker ID Number: 01199791",2025-12-03 00:47:33,180495.53,1289,3925
58206,7897408927,4975,2.0,2.0,1128.0,94114,castro / upper market,"QR Code Link to This Post
RENTED!
Stunning SF skyline views from this 2BD/2BA upper market condo.
This luxury condo features:
Open living room floorplan with fireplace and stunning SF skyline views.
Separate dining area with floor to ceiling windows sharing the view.
Updated modern kitchen that overlooks the living space.
Beautiful hardwood flooring throughout the condo.
Large primary bedroom with en-suite bath and walk-in closet.
Good size guest bedroom with plenty of closet space
2nd bathroom off the hallway.
One car parking in the secure garage
Laundry is shared in the common area laundry room.
Sorry No Pets.
This home is ideally situated adjacent to the Castro/Upper Market/Noe Valley Neighborhoods with a multitude of shopping, restaurants, public and private transportation nearby.
For more information and showings call Rob Orlando at
show contact info
Rob Orlando | Realtor
San Francisco Real Estate Services
ca-bre # 01348285",2025-12-03 00:47:33,207908.91,1628,3318
58207,7899076623,4906,1.0,1.0,666.0,94109,SOMA / south beach,"QR Code Link to This Post
The Canyon
1023 3rd St, San Francisco, CA, 94109
Follow The Link Below:
https://greystar.leasehomenow.com/rfgs44
Call Now -
show contact info
x 144
OR Text
144
to
show contact info
to contact our team.
Connected Waterfront Living
1 Bedroom, 1 Bath | Approximately 666 Sq. Ft.
Community Info:
The Canyon welcomes all to enjoy front-door access to a waterfront lifestyle. Located in the vibrant Mission Rock neighborhood, the building offers thoughtfully designed rental homes, modern amenities, and communal areas that allow for meaningful connections. The Canyon’s people-first philosophy ushers in a new, refreshing perspective to urban living in San Francisco.
Welcome to The Canyon.
The Canyon expresses a balance of tranquility and creativity.
As Mission Rock’s first residential property, The Canyon takes a welcoming approach to elevated living; inviting people from all backgrounds to benefit from its offerings. From the ease found in its thoughtfully designed homes to the endless possibilities of a fresh-air lifestyle, The Canyon is home to an ecosystem made to encourage connection and community.
Unit Highlights
✧  Wide plank hardwood flooring throughout
✧  Private balconies [ 1 ]
✧  Fully integrated fridges with ice makers
✧  Spa-like bathrooms
✧  Bosch washers and dryers
✧  Custom light fixtures
✧  Ecobee smart thermostats
✧  Deep kitchen sinks
✧  Walk-in showers [ 1 ]
✧  Built-in window shades
✧  Built-in microwaves
✧  Open kitchen
✧  Custom Italian cabinetry
✧  Elfa closet-shelving system
✧  Quartz countertops
✧  Bertazzoni induction ranges
✧  Latch keyless smart locks
✧  Fully integrated Bosch stainless steel dishwashers
1. in select units
Community Highlights
✧  Sauna with shower and locker room facilities
✧  Downstairs, the building also offers secure bike parking and a bike repair station, plus coordinated secure parking with EV charging stations
✧  Soak in some fresh air on two furnished, outdoor terraces-plus one private terrace-offering grilling stations and a firepit
✧  Co-working lounge with reservable conference rooms and a private bar
✧  Full-service fitness center with cardio, squat racks, and weight-lifting machines
✧  Dog wash and grooming salon for your furry friends
✧  Experience the height of relaxation in our rooftop hot tub
Pet Policy
Dogs & Cats Allowed
Floor plans are artist’s rendering. All dimensions are approximate. Actual product and specifications may vary in dimension or detail. Not all features are available in every rental home. Prices and availability are subject to change. Base rent is based on monthly frequency. Additional fees may apply, such as but not limited to package delivery, trash, water, amenities, etc. Deposits vary. Please see a representative for details.
Greystar California, Inc., Broker License #01525765 DMCA Agent: https://www.greystar.com/terms-of-use#Copyright%20Infringement%20Policy , Disclosures and Licenses: https://www.greystar.com/disclosures-and-licenses
Equal Housing Opportunity
RxaSYRjC7pT6",2025-12-03 00:47:33,124571.64,3286,2599
58208,7893392709,5000,3.0,2.0,,94132,ingleside / SFSU / CCSF,"QR Code Link to This Post
Monthly Rent: $5,000
1214 S Mayfair Ave, Daly City
3 Bed / 2 Full Bath / Living Room / Family Room / Dining Area / Kitchen / Multi Purpose Room
KEY FEATURES
Bedroom:
3
Multi Purpose Room:
1
Full Bathroom:
2
Parking:
Attached Garage, Driveway and Street Parking
Lease Duration:
One Year Minimum
Security Deposit:
$5,000
Renter’s Insurance:
Optional
Pet Policy:
No Pet
Laundry:
Washer and Dryer in Garage
Utility Sink:
1
Back Yard:
Huge
Property Type:
Single Family Home, Unfurnished
DESCRIPTION
Pamper yourself in this remarkable detached two levels single family home in beloved Westlake Highlands, one of Daly City most connected neighborhoods, with close explorations to myriad amenities and conveniences will bring optimal living to the new level.
Three good sized bedrooms, multi-purpose room, two updated baths plus full garage for a comfortable daily living. Fireplace in gracious living room with expansive windows infused with abundance of natural light, delightful dining area adjacent to a contemporary kitchen well- appointed with granite countertops and wood cabinetry.  Downstairs unfold a spacious family/great room adjoining bonus room can use as additional bedrooms or work from home office at your choice.  Double pane windows, trendy laminate wood and tile floors throughout.  Sizable back yard ready for green thumb enthusiasts.  Attached one car garage with interior access and auto soft close opener, additional driveway and street parking.  Schlage smart keyless auto door lock, central gas heat, ample garage storage space.  Refrigerator, gas stove, garbage disposal, window coverings, utility sink, washer and dryer are included.
Prime location with benefits of walking distance less than 3 blocks to Skyline Plaza where a hub for retail chain 99 Ranch Market and variety of eateries as well shopping destinations.   Mere minutes to St. Francis Square recently announced the opening of Seafood City Supermarket, Serramonte Shopping Center home massive grocery Jagalchi, 280 Metro Mall, Westlake Shopping Center, Stonestown Galleria, SF State University, public transportation, schools, library, swimming pool and many more.  Avid golfers will delight the short hop to four prestigious golf courses less than 3 miles.  Nature enthusiasts will appreciate quick access to Thornton Beach Trail, Westlake Park, Lake Merced and San Bruno Mountain Park.  Freeway connection is a breeze to I-280, 35 & 1.  Easy commute to downtown San Francisco, SFO Airport, Genentech in SSF, Stanford University, Silicon Valley and the greater Bay Area are within easy reach.
A spacious home with warmth and charm for respectful, responsible and professional residents.  Not to miss! Call today for a private tour and move in to enjoy before the coming holidays.
RENTAL FEATURES
Bright Living Room
Spacious Family Room
Multi Purpose Room
Charming Dining Area
Remodeled Kitchen
Quartz Kitchen Countertops
Gas Stove
Refrigerator
Garbage Disposal
Double Pane Windows
Laminate Floors
Tile Floors
Central Gas Heat
No Air Conditioning
Fireplace in Living Room
Updated Bathrooms
Harmonized Interior Paint
Huge Back Yard
Attached Garage with Interior Access
Auto Soft Close Garage Opener
Garage Keypad
Schlage Smart Auto Keyless Door Lock
Window Coverings
Washer and Dryer
Utility Sink
COMMUNITY FEATURES
Easy Freeways Access:
280, 35 & 1
Walk To:
Skyline Plaza: 99 Ranch, East West Bank, Dim Sum King, Porridge King, Subway, Taco Bell, Sheng Kee Bakery, Kevin’s Noodle House, O’Reilly Auto, Wheel Works
Minutes To:
St. Francis Square: Seafood City Supermarket, Supreme Pot, Shwe Yankin Burmese Cuisine
Close To:
Serramonte Shopping Center: Target, Ross, Dick’s, SF Giants Baseball Club, Old Navy, Victoria’s Secret, Jagalchi, Uncle Tetsu, Happy Lemon
Short Distance To:
Westlake Shopping Center: Home Depot, Target, Burlington, Ross, Walgreens, Trader Joe’s, Safeway, Banana Island, Sourdoug & Co, Blue Line Pizza, Nick the Greek, Spiral Japanese Cuisine, Starbucks, Jamba, HeyTea
Near Public  Transit:
samTrans/bus lines to SFSU & Stonestown Galleria
Bike To:
San Francisco State University
Near Lake Merced
Nearby Parks:
Westlake Park, Palisades Park & Marchbank Park
Nearby Schools:
Thomas Edison Elementary School, Fernando Riviera Middle School & Westmoor High School
Quick Access:
Golf Courses: The Olympic Club Golf Course, San Francisco Golf Club, Lake Merced Golf Club, TPC Harding Park
Nearby Beaches:
Thornton State Beach, Fort Funston Beach, Ocean Beach
Nearby Groceries:
99 Ranch, Jagalchi ,Trader Joe’s, Safeway, Kukje Super Market, Daly City Market, H Mart
Nearby Restaurant:
Dim Sum King, Skyline’s Café, , Majikku Ramen, Mountain Mike’s Pizza, Subway, KFC, Taco Bell, Porridge King, Original Joe’s, Ming Yuan Restaurant, Banana Island, Tasty Pot
Nearby Coffee/Juice/Milk Tea:
Starbucks, Tiger Tea & Juice, Jamba, HeyTea, YiFang, Meet Fresh, Peet’s, Quickly
UTILITIES
Tenants to pay all utilities.
CONTACT INFORMATION
Winnie
Winco Realty Inc
show contact info
*** ATTENTION ***
To prevent scam or fraud: please “DO NOT” wire and/or pay any funds to anyone in regard to this rental ad without a physical tour of this home.
** Disclaimer **
This information has been secured from sources we believe to be reliable, but we make no representations or warranties, express or implied as to the accuracy of the information.",2025-12-03 00:47:33,112994.28,1276,3642
58210,7898931646,4945,2.0,1.0,763.0,94117,haight ashbury,"QR Code Link to This Post
PLEASE TEXT SHANNA FOR FASTER RESPONSE
show contact info
ANYTHING Brick and Timber, I can show you!
Take a Virtual Tour: https://my.matterport.com/show/?m=taaeBov9p87
Unit Features:
- Beautiful 2-bedroom unit with a walk-in closet
- 1-bath with tub and shower
- Kitchen with stainless steel appliances including a dishwasher, refrigerator and stove
- Sleek countertop and multiple cupboards
- Gorgeous flooring throughout the unit
Lease Terms:
- Lease Duration: 12 months
Community Amenities
Gated Entry • Elevator • Pet Friendly • Bike Storage • Garage • Storage • Maintenance Support Service • Online Payment Portal • Resident Support Service • Common Area Laundry
Apartment Amenities
Dishwasher (In Select Units) • Walk In Closet (In Select Units) • In-Unit Washer/Dryer (In Select Units)
Located:
-Discover the rich history of the area by visiting landmarks such as the historic Castro Theatre, a beloved cultural institution with a distinctive marquee.
-Participate in the various community events, street fairs, and festivals that often take place in the Castro District, fostering a strong sense of local pride and unity.
-Enjoy outdoor activities at nearby parks like Duboce Park or the Corona Heights Park, providing green spaces for relaxation, picnics, and recreation.
Brick + Timber
Email: shanna @ rentbt.com
Text for Faster response:
show contact info
www.rentbt.com
DRE # 01823294
*Square footage is estimated.
*Prices, promotions, and availability are subject to change.",2025-12-03 00:47:33,180495.53,1289,3925
58211,7898899899,4965,3.0,2.0,1241.0,94132,ingleside / SFSU / CCSF,"QR Code Link to This Post
PLEASE TEXT SHANNA FOR FASTER RESPONSE
show contact info
ANYTHING Brick and Timber, I can show you!
Community Amenities
Business Center • Playground • Clubhouse • Fitness Center • Pet Friendly • Electric Vehicle Charging Station • Enclosed Dog Park • Outdoor BBQ Grills • Scenic Walking Trails • Community Gardens • Outdoor Fitness Center • Montessori Children's Center • Sand Volleyball Courts • Bocce Ball Courts • Bike Storage & Racks • Laundry Lounges • Onsite Public Transit • 24-hour Community Patrol • Bike Storage
Apartment Amenities
Walk In Closet (In Select Units)
Location:
Transit
- M Line to Downtown – 1 block away
- SF Muni Bus Routes:
- 28 / 28R – 19th Avenue -> Daly City BART, Golden Gate Bridge, Marina
- 57 – Lake Merced to West Portal
- 18 – Outer Sunset to Stonestown and UCSF
- 29 – Bayview to Baker Beach, crosses the city via SFSU and Sunset
- 91 Owl – Late-night service covering key MUNI routes
- Daly City BART station – 5 minutes by bus or car
Driving
- On-site parking available for residents
- Easy freeway access to:
- I-280 (Peninsula/South Bay)
- Hwy 1 / 19th Ave (Northbound through SF)
Walking Distance To:
- SFSU campus
- Stonestown Galleria
- Lake Merced trails
- Grocery stores, cafes, and dining options
Brick + Timber
Email: shanna @ rentbt.com
Text for Faster response:
show contact info
www.rentbt.com
DRE # 01823294
*Square footage is estimated.
*Prices, promotions, and availability are subject to change.",2025-12-03 00:47:33,112994.28,1276,3642
58212,7898872059,4801,2.0,2.0,1013.0,94103,SOMA / south beach,"QR Code Link to This Post
Beds:
2
Baths:
2
Square Feet:
1013
Use this link for more information:
https://greystar.leasehomenow.com/e889c4
Brand New Apartments - 2 Months Free Rent
Call Now -
show contact info
x 3
OR Text
3
to
show contact info
to text with us.
Community Info
Experience The Brady-where modern elegance meets the vibrancy of San Francisco.
Rooted in design and elevated simplicity, The Brady is your perfectly balanced sanctuary for urban explorers and professionals. Offering contemporary living spaces, stunning city views, and a dynamic community, The Brady embodies beauty and elevated design for an effortless lifestyle.
Residence Features
✩  Built In Wardrobes
✩  Rentable Furniture, Decor, and Housewares Available Through Our Exclusive Partner, CORT
✩  Illuminated Bathroom Mirrors
✩  Modern Cabinetry with Multiple Color Scheme Options
✩  Samsung Fingerprint Resistant Stainless Steel Appliances
✩  Storage Cabinets
✩  Fully-Furnished Corporate Units Available
✩  Tile Tub Surrounds
✩  Super Speed Washer & Energy Star Certified Dryer in Each Apartment Home
✩  WiFi Enabled Convection Oven with Air Fryer Capabilities
✩  Energy Star Certified Refrigerator, Wi-Fi Enabled
Community Features
✩  Pet Spaw
✩  Guest Suites
✩  Trx Studio & Dedicated Yoga Room
✩  Urban Green Spaces, Courtyards, and Gardens
✩  Video Conference-friendly Workspaces
✩  Zipcar On-site
✩  Outdoor Games
✩  Peloton Bikes & Echelon Mirror
✩  Nosh Healthy Vending
✩  24/7 Fitness Center
✩  Breathtaking Views of the Energetic City
✩  Rooftop Terrace
✩  Space for Entertaining
✩  Communal Chef's Kitchen
✩  Game Room w/Pool Table
✩  Entertainment Lounge
✩  Green Point Rated Community
✩  Storage Units
✩  Fire Pits
Pet Policy
Pet friendly, contact for details.
Office Hours
Monday-Saturday: 10:00AM-6:00PM
Sunday: 12:00PM-6:00PM
https://www.greystar.com/en/disclosures-and-licenses
Floor plans are artist’s rendering. All dimensions are approximate. Actual product and specifications may vary in dimension or detail. Not all features are available in every rental home. Prices and availability are subject to change. Base rent is based on monthly frequency. Additional fees may apply, such as but not limited to package delivery, trash, water, amenities, etc. Deposits vary. Please see a representative for details.
Greystar California, Inc., Broker License #01525765 DMCA Agent: https://www.greystar.com/terms-of-use#Copyright%20Infringement%20Policy , Disclosures and Licenses: https://www.greystar.com/disclosures-and-licenses
Equal Housing Opportunity
4Ae5eFQh",2025-12-03 00:47:33,129146.43,9483,3481
58214,7898752554,4900,3.0,5.0,1300.0,94121,richmond / seacliff,"QR Code Link to This Post
Top floor flat conveniently located in the Central Richmond district. Spacious living room. 2 full bedrooms and a sunroom. One and a half bath. Like new window blinds and carpet on stairs. Shared access to the yard. One parking space with EV charging and dedicated washer and dryer in the garage.
Close to Lands End Trail, Clement Street restaurants and shops
Muni lines #38R/1X to financial district, downtown, USF, #29 to SFSU
1 year lease, Tenant(s) pay utilities
Monthly Rent: $4900
Security deposit: $4900
For appointments, please text
show contact info
or reply with the following information and best contact number/email to reach you.
- Brief introduction of yourself (# of occupants)
- Occupation, income info
- Your current living situation
- Your earliest move in date",2025-12-03 00:47:33,138397.44,1173,4041
58215,7898737357,4995,1.0,1.0,,94123,marina / cow hollow,"QR Code Link to This Post
See more photos and
SCHEDULE A SHOWING
at:
http://schedule-a-tour.com/lc/20873430ad
No, it's not a hyperlink.  :-(  You still have to copy-and-paste this link into the address bar on your web browser.
1BR in New Construction Building – Parking, Roof Deck, Walk Everywhere
1463 Lombard St - 204, San Francisco, CA, 94123
$4995 per month
Available now
1 bed, 1 full bath
Deposit $4995.0
Cow Hollow border Marina border Russian Hill - 1BR in New Construction Building – Parking, Roof Deck, Walk Everywhere
Highlights:
-Newer construction unit with modern finishes
-Spacious 1BR layout with Private Patio!
-In-unit washer/dryer
-Garage parking available - $500 extra
-Small pets OK
-Shared roof deck with Golden Gate Bridge views!
-Secure building with elevator
Location Perks:
-Walk to Aquatic Park and Fort Mason
-Steps to Chestnut St, Union St, and Polk St
-Quick access to North Beach
-Surrounded by top restaurants, cafés, and neighborhood shops
-Three of SF’s best neighborhoods right outside your door
Why You’ll Love It:
-Clean, modern, low-maintenance living
-Amazing walkability and outdoor access
-Perfect for anyone who wants Marina/Cow Hollow convenience with newer-building quality
Rentals Inc.
Broker
#02124746
Rentalsinc.com
Rooms and Interior
. Recently rehabbed
. Open floor plan
. Condo quality
. Vaulted ceiling
. Hardwood floors
Kitchen and Bath
. Hardwood floors
. Kitchen recently updated
. Chefs kitchen
Utilities and Extras
. Garage parking
. Washer/dryer included
Building and Surroundings
. Elevator
. Rooftop deck
. Private patio
Lease Terms
. Tenant pays all utilities
. One year lease
. No smoking
. Tenant pays parking
. Dogs ok up to 40 lbs
. Cats ok
. Tenant pays trash removal
. Tenant pays water/sewer
Contact Us:
Rentals Inc.
show contact info
See more photos and
SCHEDULE A SHOWING
at:
http://schedule-a-tour.com/lc/20873430ad",2025-12-03 00:47:33,218550.73,1595,2777
